,PC1_e,PC2_e,cities_es/province,PC1_c,PC2_c,PC3_c,PC4_c,PC1_d,PC2_d,PC1_g,PC2_g,PC3_g,PC1_r,PC2_r,PC3_r,PC1_tr,PC2_tr,PC1_t,PC2_t
0,-0.16076498351751173,-0.3371486448715255,alegria_dulantzi/araba,0.647078509690044,-1.486067629343166,0.7273313460380625,0.23238164496748068,24.930752367872458,-0.6918657450647778,-0.12841628993624557,-0.33809157004334717,-0.5068051330833603,-0.4038479547515617,-0.6168507316153748,-0.7572266869413067,-1.7326426306792064,-0.7965432931638154,-0.3450043501271469,-0.09988760724660466
1,-0.1607649835175155,-0.3371486448715371,amurrio/araba,0.6470785096900192,-1.4860676293430677,0.7273313460380291,0.23238164496761887,0.6086827318586875,-0.026036966532877275,0.47601752338615017,-0.5062847486676986,-0.5831553015327653,-0.3888766506045207,-0.549736084884915,-0.7328981387189694,-1.5617826269489021,-1.5475143894408059,1.3191645380272994,-1.752298737299219
2,-0.1607649835175155,-0.33714864487153107,aramaio/araba,0.6470785096900193,-1.4860676293430746,0.7273313460380578,0.2323816449676074,-0.9764188916091604,0.05300901376800784,0.7087338621539965,-0.41683946176198877,-1.0941879971141475,-0.43429751574012987,-0.67704716966445,-0.7233990861256531,-2.0408726916490423,1.740233299153231,1.4264612967262014,-0.0868420022188198
3,-0.1607649835175155,-0.33714864487153107,artziniega/araba,0.6470785096900192,-1.486067629343038,0.7273313460380506,0.23238164496749827,-0.6459265839440134,0.02692640934968842,0.6439436408256553,-0.47753573256991017,-0.7451110028485375,-0.4124959866061051,-0.6200766875119067,-0.7324259487847203,-2.0408726916490423,1.7402332991532339,0.660243028982873,0.043457924379799326
4,-0.1607649835175155,-0.33714864487153107,arminon/araba,0.6470785096900193,-1.48606762934307,0.727331346038066,0.23238164496760597,-0.6633761848636369,0.048319701349461175,-0.1721210825346514,-0.34553725354289955,-0.2816650966563036,-0.7971643435320995,-0.564152921416847,-1.0024236766232852,-2.0408726916490423,1.7402332991532339,-0.4772412936835843,0.1603648211179835
5,-0.1607649835175155,-0.33714864487153107,arratzua_ubarrundia/araba,0.6470785096900193,-1.486067629343059,0.7273313460380592,0.23238164496756986,24.859833896136493,-0.6245416957614152,0.04628471760297613,-0.32888538423132246,-0.6329697915560689,-0.4301786939845,-0.677517708075958,-0.7373169668741552,-2.0408726916490423,1.7402332991532339,0.8036428777203898,1.8285398127673425
6,-0.1607649835175155,-0.33714864487153107,asparrena/araba,0.6470785096900193,-1.4860676293430584,0.7273313460380579,0.23238164496756494,-0.7783885143843355,0.06723158416107514,-0.2453040010724585,-0.333970422454445,-0.5116146893354843,-0.4489037575962278,-0.6753785376505245,-0.6740432401099911,-2.0408726916490423,1.7402332991532339,2.4579033905557446,-0.4649159274028122
7,-0.1607649835175155,-0.33714864487153107,ayala/araba,0.6470785096900193,-1.4860676293430586,0.7273313460380585,0.2323816449675671,-0.8290134512255986,0.036195493266565654,0.39365394646149987,-0.4152469415842347,-0.6654420340756475,-0.3318421397208673,-0.6949810388424422,-0.5665657502002638,-1.5617826269489021,-1.5475143894408019,1.4977387453196567,-0.88726914785955
8,-0.1607649835175155,-0.33714864487153107,banos_de_ebro/araba,0.6470785096900193,-1.4860676293430584,0.7273313460380584,0.23238164496756647,-1.0237404793548806,0.09255309662941269,0.4156101707943749,-0.34408230107543614,-0.7639124518528687,-0.43122240946268675,-0.6450929389867267,-0.6985420504835723,-2.0408726916490423,1.7402332991532339,1.1519980844343456,-1.940333566290415
9,-0.1607649835175155,-0.33714864487153107,barrundia/araba,0.6470785096900193,-1.4860676293430584,0.7273313460380584,0.2323816449675665,-0.9969546484308405,0.027532475109794268,0.056907644516627935,-0.330334240195659,-0.7038332012681918,-0.45309180324691006,-0.6749000910304183,-0.659891445399337,-2.0408726916490423,1.7402332991532339,-0.04628925264846701,-0.2886331652477255
