,PC1_pca,PC2_pca
137,-0.8691064080841397,0.7313391284973578
138,-0.5639943718434954,0.8733724651003156
139,6.254268821815182,0.27289223106977434
140,-0.8328467111913652,0.8728897564276037
141,-0.9083883771263676,0.8149809779609348
142,-0.9908438619883002,0.7958066256438194
143,-1.1311785499459377,0.8676041514540176
144,-0.9913085102505297,0.8574524366908367
145,8.299086383372579,0.2616092394037333
146,-0.995086048060577,0.9686149197560047
147,-0.778065074140103,0.9087982311579739
148,-1.0343243974443739,0.7963158436615897
149,-1.056540043359224,0.8570074429233604
150,-0.862247917649486,0.8049418396213908
151,-0.05315920216398759,0.6695575661138619
152,-0.7801945426569277,0.8577285686193485
153,-0.7748602259459548,0.7305665925512151
154,-0.4947198521602999,0.8787551925837632
155,-1.0193893429287746,0.8822025121320313
156,0.1582588230671629,1.191297304019528
157,1.3944056912856104,0.6043706329989489
158,-0.49702642931609964,0.46869473642799947
159,0.6407674436966503,0.6389040349552741
160,1.5713453607828842,0.6962193209130749
161,-0.21966188791363908,0.6552795766336584
162,-1.258419827188551,0.4302146593832226
163,2.550591861117846,0.6525686643046099
164,-0.10005781413886672,0.4982122158630036
165,-0.11087489866509817,0.8393130592271435
166,1.4628548938708306,0.5522179933679577
167,-0.9330462964733779,0.9438468817835404
168,-1.0142835394919132,0.9431469859636264
169,0.1817519425143269,1.0377878529142317
170,8.173350033549855,0.27157985477700103
171,-0.3926821065815594,0.779225978224168
172,26.18252778807263,-1.162353251649728
173,20.30164776868644,-0.6912808983799746
174,4.260639261510401,0.2563913064490484
175,-0.919885494902516,0.9717522236013031
176,0.20232983162449952,0.7520662109970033
177,-0.562450492959075,0.738823777717333
178,-0.6512639645695826,1.0309749898992884
179,-1.065586208735555,0.4978196928334316
180,2.1746350165013024,0.3923389753239569
181,6.3675211344832015,-0.335194781571604
182,1.011506398546736,0.5348754604873334
183,6.239010298469351,0.1724012567413072
184,-0.49035789465110474,0.8618173948498943
185,1.925907488732809,0.5454266461261881
186,-0.35775280580999624,0.9285319208917882
187,-0.19714412966568376,1.2446863753743063
188,-0.8835688262209371,0.7588186930072853
189,-0.38296206341193995,0.832008253000586
190,0.06760936832338758,0.5999894475745554
191,1.2872219208498001,0.730309485536402
192,-0.42967623724588655,0.8632258878196413
193,-0.29524289747197735,0.6601699942945465
194,1.4452591982766354,0.5202132077992899
195,2.6089225999663364,1.6735423001431045
196,-0.4792742991258493,0.8607738135783243
197,-0.4493774559361227,0.6660812701879743
198,-0.48089082657527527,0.7857730597380794
199,-0.5651889743608222,1.207024495407365
200,13.132411005550157,-0.28849979987791946
201,-0.42275675606960617,0.7591418173885448
202,-0.9722523650655543,1.0236884748876482
203,2.0314486820763875,0.5991877164001702
204,2.1444649102201487,0.7801629643223377
205,-0.9428101695515506,0.749479055970358
206,-0.6495815552275553,0.8567982587465194
207,-0.043571472792457766,0.8680539268647184
208,0.12627392667963383,1.0939952265464779
209,0.6443686624931597,0.7389825655646299
210,-0.8106176064319989,0.9013792355732945
211,-0.6257543136519578,1.0828451774190984
212,1.4478874212937274,0.34930953536744686
213,-0.6352658311680309,0.4238912939441966
214,1.9726597141391906,0.4948189668564069
215,4.907493163194691,0.4600544659873142
216,-0.007668117643083047,0.5485772382825054
217,0.2919136431696002,0.6505763996906738
218,-0.9128058078544655,0.7084525400569497
219,-1.176597528074308,0.3626563483998486
220,9.938213847361862,0.21068350718755638
221,-0.8900791858790323,1.122223184789341
222,-0.8938043190893816,1.1308292635051247
223,-1.1947444928500042,0.34751298951798953
224,2.079167889049251,0.554126603789002
225,5.715807384704199,1.136276572312415
226,-0.7051302502822298,1.1209631611692434
227,0.7600308639673099,0.39013312190677096
228,-0.7103632117159586,0.9233680414061901
229,-1.0078916687038275,0.9221512141676104
230,2.8670115633531945,2.4607148530240566
231,0.6759245192229438,2.269155018170731
232,0.2793202639308785,2.3376889388621764
233,13.254397875819885,1.5246582995549274
234,-0.8301121918226677,2.4580025187820493
235,2.897966865004762,2.240972861397881
236,1.9591315671652185,2.0962620054459076
237,-0.053882277658764424,2.416424688288355
238,1.3271327694389268,2.3264005545170567
239,0.8156908640306832,2.2911228040349263
240,0.033567993346689154,2.4634005649017587
241,-0.3324257053433897,2.4188497514298635
242,1.527400615076548,2.0966598869355138
243,1.363519207259683,2.0319646691436613
244,-0.8528205360983078,2.1481186294104337
245,2.963477884775805,1.5252324559704833
246,69.39713872688078,-4.091994642326587
247,0.5752549198917428,2.1383090095906296
248,0.1640437780695055,2.449736553669694
249,1.4217870497162906,2.2569331767463936
250,5.418355376214777,3.2181400662767454
251,1.3040619569496863,2.143427958809978
252,-0.4549795050379383,2.4192571847402857
253,58.41377895705987,-2.6211815736605217
254,-0.3271181206210353,2.48443227866433
255,6.751000590355457,1.955818966696115
256,5.519931980685669,1.726782309403329
257,-0.12833043724157192,2.120602463716224
258,2.6326768916321135,3.255574734044556
259,63.64277487336328,-2.754040141054706
260,-0.9123161993687245,2.455434901130195
261,-0.5905413887127251,2.424673652676782
262,0.5264441988879766,2.2769147376133967
263,-0.8399840742682017,2.4012475381465888
264,6.617790933916461,1.954173010438877
265,1.3894110024935897,2.027808316146551
266,3.7223839767109417,1.9413523075823798
267,0.8642396487678118,2.1365401792248497
268,-0.8772629378222695,2.420675442831713
269,0.8721020525294138,2.415268828973582
270,-0.7766787032549765,2.1497423337505164
271,2.3149073712609067,2.033744252057171
272,0.4964953147700895,2.4262020152319064
273,-1.1530317998188113,-0.6089730436761567
274,-1.152591327050549,-0.5684495224270102
275,1.2519091213599398,-0.6329301423854352
276,-0.834352153761412,-0.6542727553793994
277,-1.001812167046058,-0.45485116487147337
278,2.9737261821368093,-0.9135149862085109
279,-0.03385369273558889,-0.5944975771097079
280,-0.870810451728297,-0.43085554212247834
281,-1.3232102807057713,-0.9042146531023811
282,-1.2630646987874692,-0.3698524570040612
283,-0.24792896673295894,-0.4743611066523469
284,-1.2271079569450933,-0.42778014257488745
285,22.01575310230949,-2.1360240963784767
286,-0.9961678267652722,-0.3030717498569567
287,-1.1449591383702846,-0.19161103065712518
288,-0.8198259542204172,-0.4124015469162065
289,-0.8963813019773591,-0.5069374070172877
290,-1.2681191940746583,-0.8026306814264248
291,-0.9173142234082685,-0.6806073320138105
292,-1.1185191900346814,-0.5502980747601512
293,-0.3344825296471741,-0.493433815308776
294,-0.8542232756606299,-0.3851138688326131
295,-1.1767939608973697,-0.37172633623896406
296,-1.0175356684607855,-0.2139972646918749
297,-0.06418926267992725,-0.5578840476861873
298,-1.133973491760814,-0.526923276815563
299,-0.8402602109867451,-0.6243437530889834
300,3.0842507780029123,-0.8870508149502639
301,-1.327445241497012,-0.8521993922944417
302,-1.0116068772199875,-0.3907138760187174
303,2.1719401543254624,-0.866983125359003
304,-1.1133217069334052,-0.7278449080935694
305,-0.8752650405302241,-0.4650796073264535
306,-1.172296503165674,-0.22700315695076478
307,-1.2772954241857881,-0.39041627202807483
308,-1.0837519193640586,-0.5025201489181723
309,-1.0854006859271992,-0.620773556835606
310,-1.2513538190338453,-0.4727443219582774
311,-0.9758828048525395,-0.47149685633310673
312,-1.0053245685238101,-0.26396092693688794
313,0.43475241644555457,-0.4559261246232672
314,-1.197578550055304,-0.6331748467187608
315,0.9363590406179693,-0.474553111375665
316,0.8610108513491537,-0.6936344400850549
317,-1.079513041158074,-0.16827420674363186
318,-1.1938626336975648,-0.3939395459293266
319,-1.2672991183227038,-0.38794616550473754
320,-1.1733267610025626,-0.7024494786428429
321,-0.42518211905536385,-0.673129468167966
322,1.7306140172767517,-1.0576972279528436
323,-0.6825887448236251,-0.6637001699100956
324,-0.8011161806767674,-0.6251470153488647
325,-0.9038000910593114,-0.8034817451225752
326,0.5280253445693572,-0.49407810749728315
327,-1.2938442951301892,-0.48925745902013906
328,2.4784536696658424,-1.047882038102893
329,-1.293561358756379,-0.5133796552941428
330,-0.7241481866874315,-0.5958536653503916
331,0.5882925814365557,-0.8704095873784881
332,-0.8836424289940846,-0.3971310700459525
333,-0.3801261531885498,-0.3699127549679298
334,-1.109161229221723,-0.6031873740171646
335,-1.1754454535339043,-0.14068086306853403
336,-1.1038015519003146,-0.3933392369289963
337,7.138340563228142,-1.1905752940292453
338,-1.3547688872761041,-0.65573943484077
339,-1.1103147912108122,-0.38947217513578364
340,-1.0798539420238724,-0.6637916643107062
341,-1.069462218534031,-0.3601848179106213
342,-0.8150841492678254,-0.6567298378931373
343,-0.9246061971772157,-0.5282957210726326
344,-0.888337885928299,-0.5547222330805857
345,-0.8783985256178753,-0.6716383703892949
346,-0.9408847651858218,-0.6264580279144869
347,-1.1280831861433758,-0.32819907155541417
348,-0.22075072926542824,-0.7408884984449003
349,-0.2727027904616406,-0.6808419414652181
350,1.2495403004319108,-0.5122061334432056
351,-0.72805674053844,-0.3787277258749964
352,1.4025904129233584,-0.7000193407401432
353,-0.9779887731709144,-0.5230152327961927
354,-1.1938830898180972,-0.7011691477266935
355,8.5055822188303,-0.9927471695482335
356,-0.43822181435000357,-0.400450374878345
357,-1.4071181636468952,-2.7068332890145177
358,-1.372561178109551,-2.688238770732947
359,-1.3239202924373668,-2.720560405451877
360,-1.36033722134805,-2.971710282124215
361,-1.282414753178927,-2.6741533982504837
362,-1.522535968894989,-2.757180424554117
363,-0.24987811877653632,-2.340585581815633
364,-1.3197796148872525,-2.700399043069111
365,-0.2758721188082264,-2.865335307866224
366,-1.2738073237437004,-2.736518348119269
367,-0.685208645380488,-2.6264134792478777
368,-1.1622126552694927,-2.7961666366434352
369,5.7823535928971,-2.8906087171571437
370,-0.497745478117027,-2.2067779078147627
371,-0.6409657681303955,-2.7593102368491573
372,-1.4107394189274107,-2.6499994274909
373,-1.4646449993515538,-2.6496993099962007
374,-1.512695636862252,-2.7578030478323647
375,-1.518489894675759,-2.978581005585198
376,-1.2937007020943636,-3.038888358982837
377,-1.6149937817531594,-2.870069224866224
378,-1.540693433387313,-2.9265849544311218
379,-1.3743209907435925,-2.667211172330663
380,-1.1136868906914452,-2.7338576792753133
381,-1.4252714667496953,-2.9196066200651125
382,0.20194759800266054,-2.5094292295078615
383,-1.3569693930258764,-2.660428813487846
384,-1.467882428693356,-2.987550403328029
385,-1.5963628370190952,-2.860474129862301
386,-0.24795577142152786,-2.635299009853229
387,-1.5284015030589304,-2.701429855391553
388,-1.5444379797570518,-2.6216841639755555
389,-1.5228960702544159,-2.9051902890459425
390,-1.281478037639389,-2.6165436603935426
391,-1.253644424228836,-2.6183823639851753
392,-1.1184793732490281,-2.6250368026480486
393,-1.4559310901197287,-3.003057629329054
394,-1.4231986824426315,-2.8226048412431926
395,-1.4537999441664615,-2.6498820653685766
396,-1.4275373171527608,-2.9616658854781166
397,-1.40078374723209,-2.719487932139943
398,-1.5124094348282608,-2.904197427683766
399,-1.3938641369765492,-2.777904531329821
400,-1.3872972476475647,-2.679152149592962
401,-1.4733664337471264,-2.6574423668377047
402,-1.405925785563859,-2.706743256632149
403,-1.5548155697289077,-2.8058140363384614
404,-1.5273503717883914,-3.011789927696324
405,-1.5710153025206088,-2.9783080057280347
406,-0.4545195099761879,-2.141197833931291
407,-1.4254596359602971,-2.630368874532017
408,-1.4302576252621224,-2.6739669200263294
409,-1.535108145831596,-2.9261628105456876
410,-1.3299199074996415,-2.6009958210495046
411,-1.5308830275626755,-2.9113325495477493
412,-1.4227030618755243,-2.798025586930966
413,-1.585998869082631,-2.932880921874209
414,-1.3514698833588783,-2.734152128282815
415,-1.557771812248659,-2.834544080876519
416,-1.5068267910126056,-2.7588753372161987
417,-1.4858145079849545,-2.682832790379317
418,-1.2937473274928641,-2.7543254791032434
419,-1.5341398182522683,-2.8734344873601443
420,-1.2583791412999192,-2.938254186228274
421,-1.4321294676988767,-2.6342087930067764
422,-1.4880392385607997,-2.589398446400451
423,-1.575601514522812,-2.878016285926777
424,-1.39757461655148,-2.826098392276924
425,-1.3840977039490328,-2.689178069559366
426,-1.475189473178174,-2.788045707611853
427,-1.394669824138662,-2.756023907485528
428,-1.4341262477925742,-2.626944275083056
429,-1.4089052275856793,-2.6504981004728063
430,-1.4686034547883462,-2.7273174388611974
431,-1.431226559558224,-2.6631577282380654
432,-1.4165699863126182,-2.667327261550388
433,-1.452505581691631,-2.5727697676707475
434,-1.1620314847303705,-2.7705915607289757
435,-1.5350098865566122,-2.855798289366277
436,-1.3168049659662624,-2.7742538818888
437,-1.351644069005946,-2.984000385616025
438,-1.3742860626333115,-2.710541806080171
439,-1.3665500882327637,-2.76967367274841
440,-1.4031133825172668,-2.9885548798786985
441,-0.5916420915364212,-2.5926738554265976
442,-1.613663010689159,-2.9817853761356155
443,-1.3337107837130608,-2.9521155793028546
444,-1.5540202342526175,-2.893747079307857
445,-0.9974534648654154,-2.886815197092864
446,-1.4739140170605551,-2.6763263995189894
447,-1.316241313904114,-2.709467689740413
448,-1.5040373634944333,-2.9401502966533206
449,-1.583148022556563,-2.908987737184362
450,-1.4418233202557784,-2.8199123748241806
451,-1.158678469104351,-2.7100578179621424
452,-1.3316291500914241,-2.8246844577051053
453,-1.5856454322863343,-2.8063018586342503
454,-1.5503607952126937,-2.94806734524967
455,-1.5068660431177583,-2.663043538887387
456,-1.5861605604094726,-2.8179531640124464
457,-1.5933098948968833,-3.0213971265149016
458,-1.4666769685941872,-2.880075175395239
459,-1.599303725496975,-2.863112145077389
460,-1.6526870975619876,-2.9700604662217733
461,-1.5414307453356308,-2.78385456876772
462,-1.4504453067445828,-2.8957148771843655
463,-1.5886002012909977,-2.810610730070384
464,-1.5407133084844475,-2.902043582941439
465,-1.4660606549368063,-2.6782046854388395
466,-1.3279474587805247,-2.753318216433557
467,-1.5459539694975666,-2.6599627761333204
468,-1.0867418814670702,-2.7653253038927796
469,-1.039246728315098,-2.717445964673243
470,-1.4536860793922297,-2.759562558723282
471,-1.5643289078968468,-2.98456443267936
472,-1.6368921421139389,-2.970870544249061
473,-0.4979251523968602,-2.219288524612183
474,-0.6725988928617824,-0.8034795386991102
475,3.6796748584325947,-1.1717525427799014
476,-1.1752022844240706,-0.7310537990320776
477,-1.0845559886513014,-0.7235558371062096
478,12.2381004564485,-2.0032086973183243
479,-0.3478264360431141,-0.9327424587013966
480,-0.36619630861279145,-0.8042007568096388
481,-1.1730785990275505,-0.6505297014222514
482,-1.2605745567667237,-0.6341839209669956
483,-0.8568037282233518,-0.7603221950092458
484,2.170372338460012,-1.0095836007334151
485,-0.8894699557424932,-0.8038570938399349
486,-1.1245260485548259,-0.551162794163198
487,-0.4365850879314063,-1.001936183593386
488,15.005268494948018,-2.218725765141793
489,-0.5780776921481892,-0.8364408278253366
490,-1.1902399327231248,-0.7315680270697199
491,-1.0506714029000315,-1.2059301775080826
492,-1.0626319450380421,-0.8691399087808317
493,-1.0862154122241716,-0.8407306894521727
494,-1.2547333838634978,-1.0699553793335599
495,-0.8436113339914022,-0.9459152670512391
496,-0.7846135188359618,-1.0037033658440073
497,-1.1481896377829,-0.7838836051497573
498,-0.6389608180990537,-0.5885957005977265
499,-1.177298763613555,-0.7735407271804619
500,-1.220132879439725,-1.0369301710881287
501,-0.7613997234048809,-0.9337293220391387
502,-1.1612836264851003,-0.8976266118591879
503,-1.2121780020829669,-0.7786423956272781
504,-1.1904308530040664,-0.6769241613701522
505,-1.1838661994712638,-1.050261296490246
506,-1.1750006074898938,-0.6153464903333884
507,-1.1682559945190534,-0.882896614684769
508,-0.6869593983113631,-0.9366425795170136
509,-0.5143765623030194,-0.691151455619257
510,-1.223753534145193,-0.9436865966645748
511,-1.0584530938118182,-0.7173156795781238
512,-0.9216438570947808,-1.0312551086122277
513,-1.1227038850507318,-0.5017260391353775
514,-1.1089813152908057,-0.8798118329877005
515,-1.1473292035574858,-0.6095801390800689
516,2.816181451381182,-1.2947774040206907
517,-1.0926872798398972,-0.5584575323979052
518,-1.073337847124076,-0.6077588776141669
519,-1.2469588118673942,-1.0767273386667089
520,-1.286230043157719,-1.1481397632977375
521,-0.526931332073467,-0.6621661178358159
522,-0.8107881533500222,-0.8420343963928137
523,-1.1607835856758892,-1.0341509595833376
524,-0.8920147118662433,-1.0098766591741324
525,-1.2473459698265255,-0.9873826300446774
526,-0.6859349615148541,-0.9053994756019691
527,-1.125462227083694,-1.0613650661660172
528,-1.2061960901302784,-0.7587791607482747
529,-1.2165627174843332,-0.809386770486001
530,-1.06956505562538,-0.8451445221716178
531,-1.1363263288904062,-1.0587124703612742
532,-0.5755426661780778,-0.7908696298674918
533,-0.9427432114911384,-0.7385598215424737
534,-1.237910672138923,-1.0470888024888068
535,-0.9188866760333695,-1.0742087036808443
536,-1.2480082736443274,-1.0238759972165752
537,-1.2423655398866638,-0.8132063865205224
538,-1.1274485334144635,-0.9797132466776752
539,-1.1215383683275069,-1.0245213986805235
540,-1.3644804389498604,-0.9197574669302018
541,-0.6909281187583853,-0.7916249421600168
542,-0.22206168031877635,-1.0872459455677237
543,-1.1614677670227151,-0.5832114120163302
544,-0.9423038306723278,-0.8087031520854835
545,-1.166387403129193,-0.6787001913363818
546,-0.6033618970988619,-0.9334517084336861
547,-1.2094708766822304,-0.714753279609302
548,-1.1567133942217325,-0.709080138779461
549,-1.2370903613459474,-0.7661124438445716
550,-1.2990925664934874,-1.0602392841367085
551,-1.174634884539522,-0.7191896722381345
552,-0.9917203174342991,-0.8265107498619446
553,-1.1687164943553718,-1.0007161927312782
554,-1.1966163991283043,-0.6723715574978156
555,4.8777188192126095,-1.1674493202333025
556,-1.097112551311621,-0.6204618489640892
557,-0.8954348248274118,-0.8068682288783627
558,-0.9622267792715458,-0.800292078684277
559,-1.1061010549550117,-1.0540755172488518
560,0.2949155606699564,-0.8986171576242449
561,-1.023834991369,-0.7314080211533789
562,-1.2220128452621992,-0.904802177499034
563,-0.8115777777896955,-1.0731767176573492
564,-1.2633877906312527,-0.6182389823586054
565,-0.7748615813281716,-1.0133203569477545
566,-0.8023174347882147,-0.8308829751950426
567,1.2323878597165945,-1.0585131869725897
568,-1.3407439265426306,-1.1487854589202324
569,-1.0525417726871833,-1.0262345440734988
570,-1.1725126921968017,-0.6300144738929918
571,-1.2157460436302527,-0.9416877424452119
572,-1.3025700553884327,-1.0630414188325903
573,-1.2489966842048543,-1.0741257302235725
574,-0.8216941994603202,-0.9423206063663422
575,-1.229421487601827,-0.9586636784410512
576,-1.274578120706974,-1.0736889990230192
577,-1.2776938007320486,-0.9537586233967504
578,-1.1700130956829045,-1.0275222513763125
579,-0.666259892868009,-1.0361544150687123
580,-0.9210754824403121,-1.008497608404895
581,-1.1913353894143397,-0.6837181983643343
582,-1.1274740630925504,-0.5616772027655168
583,-1.2319723124047326,-0.7935898577674685
584,-0.9781576058856853,-0.8979254014106867
585,-1.301419092046635,-0.7037403823960111
586,-0.9523007335843946,-0.9141052251039867
587,-1.1585342591090768,-0.9419904260913576
588,-0.8748748870456894,-0.7079204463553335
589,-0.8562807852160178,-0.6040544400999577
590,-0.14755680577114857,-0.9956996326276251
591,-0.784392640444834,-1.0007684812779074
592,-1.1033968197852613,-0.8936833618276185
593,-1.100930742276035,-0.9381949467240515
594,-0.9826487071146187,-0.9282838707464107
595,-0.8794068501707326,-1.0174852642889185
596,-0.8508573384826248,-0.9153587600557911
597,-1.094796584102727,-0.7886669391456734
598,-1.1968282178403646,-0.7168186143842638
599,-1.207361762700999,-0.996027637603128
600,-1.231960984043398,-0.5922855673495463
601,-1.0319269622965346,-0.6327868078406417
602,-1.1395164536292914,-0.6145683908572623
603,-1.0996071280813902,-0.6066644427781835
604,-1.1024680566305856,-0.8320400654736739
605,-1.2463380961918091,-1.0411564878243214
606,-1.1504182591032324,-0.7648754023478287
607,-1.2715568362650727,-0.976424964171786
608,-1.2798569325625317,-1.107231324598911
609,-1.0996080749444852,-1.0238255042676587
610,-1.3088831453493763,-0.9771284619550293
611,-0.945793598334816,-0.9253611370546632
612,-1.232699039211557,-0.8699560825879866
613,-0.8584391262973019,-0.7181329000767968
614,-1.2097556135878729,-1.0312272105461722
615,-1.3027117038741147,-1.0291913294441177
616,-1.2337117230509094,-1.0158925855791219
617,0.7429655128883533,-0.8248768036617432
618,-1.2446476879324377,-0.9706993430304415
619,-1.1979017547030153,-0.5761610094229177
620,-1.1811917369410865,-0.9540787701324394
621,1.370832378645256,-1.1040034124056584
622,-0.8819660930162416,-1.0099497836649503
623,-0.34958701107244844,-0.8203893117878713
624,-1.0620301699496046,-0.8671828424648721
625,-1.3136310367646529,-1.1220401189779106
626,1.2008527686024033,-0.9105352637189924
627,-1.0007530271497636,-0.7924765154914687
628,-0.9743773321718324,-0.9986099306553795
629,-1.161054592055956,-0.7419779801570391
630,-0.9213063826458213,-0.7290843187991731
631,-0.8960770462819351,-0.6687780504179973
632,-1.1322316756980113,-0.9965858332338053
633,-0.976571567293351,-0.7118876384313408
634,-0.9061905541013023,-1.8494047411491865
635,-0.2634493838121461,-2.1507556548807583
636,2.5552113166809054,-1.9017104712354245
637,-0.844719789159826,-1.8165616959667588
638,4.851858556080935,-2.1362308843525253
639,1.0312105224279888,-1.8435775134674315
640,-0.7126624466688156,-1.8654420147560178
641,-0.6541086992829523,-1.819347400576798
642,-1.332022754571854,-1.8334076461075288
643,46.76732816008921,-7.040061695283597
644,-0.6922224672396269,-1.9065353311084117
645,3.360429720157815,-2.185557045271032
646,-1.183023162711174,-1.8717405811825378
647,3.2989350433733495,-2.22089991286761
648,2.8785929181706464,-2.034970446771182
649,5.597375434439114,-2.427293599084634
650,-1.0577382294652253,-1.8695565475258162
651,-1.1105377150799087,-1.8721432134436553
652,-0.07628529409857554,-1.9947777129804989
653,-1.5028220221131114,-1.9667453533758166
654,-1.4734752148653427,-1.8031706619123533
655,3.548664371255049,-2.1469952334474676
656,1.039577328486606,-2.0501900443217145
657,-1.0427091178699277,-1.749012009750055
658,10.337964387869134,-2.941853231587195
659,1.9872546280191778,-2.0570007146799614
660,-1.3129155712754388,-1.8740348000643896
